UF	Município	ID	Nº Processo	Vinculada	Termo/Nº Convênio	Ano Termo/Convênio	Programa	Fonte	Esfera	Tipologia	Situação da Obra	% Executado (Informado pelo Municípo	Última Vistoria Instituição	% Executado Empresa	Última Vistoria Empresa	Empresa realizadora da Supervisão	Restrições	Inconformidades
CE	Marco	31033	23400010810201217	NÃO	3819	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.99%	04/11/2015	33.04%	20/06/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Conselheiro Lafaiete	31034	23400011078201294	NÃO	3905	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	81.70%	05/08/2016	2.04%	09/09/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
CE	Massapê	31035	23400010813201242	NÃO	3824	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	48.74%	17/06/2016	48.75%	22/03/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
CE	Pacatuba	31036	23400010820201244	NÃO	3919	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	47.03%	22/08/2016	0.50%	10/09/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
RJ	Rio de Janeiro	31038	23400011094201287	NÃO	3857	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	90.48%	25/08/2016	14.17%	27/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RJ	Rio de Janeiro	31040	23400011094201287	NÃO	3857	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	60.41%	25/08/2016	21.59%	03/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
CE	Russas	31041	23400010825201277	NÃO	3821	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	26/03/2014	96.29%	19/05/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Santana do Acaraú	31042	23400010827201266	NÃO	3820	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	27/03/2015	92.56%	10/02/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
BA	Riacho de Santana	31043	23400011105201229	NÃO	3789	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.99%	27/11/2015	98.85%	16/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PA	Santana do Araguaia	31045	23400010560201215	NÃO	3842	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	15/04/2014	99.99%	26/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Ipiaú	31046	23400011112201221	NÃO	3770	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	63.60%	05/08/2016	24.98%	23/05/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PR	Arapongas	31051	23400010209201216	NÃO	3692	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	17/11/2014	99.76%	29/04/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
PR	Santo Antônio da Platina	31055	23400010209201216	NÃO	3692	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	22/07/2016	21.06%	20/08/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MG	Brasópolis	31066	23400010200201213	NÃO	3685	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR - PROJETO PRÓPRIO	Execução	39.16%	23/02/2016	37.86%	13/04/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Bocaina de Minas	31068	23400010200201213	NÃO	3685	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR - PROJETO PRÓPRIO	Execução	40.01%	21/03/2016	65.27%	20/11/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
MG	Chalé	31069	23400010200201213	NÃO	3685	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR - PROJETO PRÓPRIO	Execução	40.31%	23/08/2016	44.00%	08/01/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Elói Mendes	31074	23400010200201213	NÃO	3685	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR - PROJETO PRÓPRIO	Execução	48.74%	15/02/2016	53.23%	19/11/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MS	Campo Grande	31075	23400010189201283	NÃO	3689	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR - PROJETO PRÓPRIO	Concluída	100.00%	05/08/2014	64.47%	22/04/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
RO	Cacoal	31088	23400010182201261	NÃO	3693	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	95.60%	20/01/2016	100.00%	06/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RO	Porto Velho	31089	23400010182201261	NÃO	3693	2012	Cobertura	PAC2	Estadual	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	93.83%	25/08/2016	99.16%	18/09/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SC	Itajaí	31090	23400011251201254	NÃO	3730	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	14/07/2014	39.20%	11/11/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SC	Mafra	31091	23400011249201285	NÃO	3877	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	11/12/2014	95.93%	15/05/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Formosa	31092	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	76.28%	04/08/2016	72.91%	25/07/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Luziânia	31093	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	76.34%	24/08/2016	70.15%	01/08/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SC	Rio do Sul	31095	23400011247201296	NÃO	3796	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	95.25%	26/09/2014	12.47%	26/06/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
GO	Águas Lindas de Goiás	31096	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	34.31%	24/08/2016	35.71%	28/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Luziânia	31097	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	76.03%	24/08/2016	66.33%	01/08/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Novo Gama	31098	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Paralisada	20.78%	24/08/2016	12.78%	21/03/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Corumbá de Goiás	31099	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	25.03%	04/07/2016	19.52%	27/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Cristalina	31100	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	64.13%	26/08/2016	60.94%	01/08/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Valparaíso de Goiás	31101	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	68.22%	14/07/2016	62.51%	29/07/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
GO	Luziânia	31103	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	76.02%	24/08/2016	67.02%	01/08/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Águas Lindas de Goiás	31104	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	57.66%	24/08/2016	59.02%	23/05/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Alexânia	31107	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	26.16%	17/06/2016	18.48%	29/07/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Cidade Ocidental	31108	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	67.54%	23/08/2016	62.50%	29/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Cidade Ocidental	31109	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	33.79%	23/08/2016	35.45%	29/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Planaltina	31111	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	76.59%	04/08/2016	71.46%	25/04/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Cristalina	31112	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	64.44%	26/08/2016	64.11%	01/08/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Guarulhos	31113	23400011241201219	NÃO	3726	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	25/11/2014	28.03%	26/06/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
GO	Novo Gama	31114	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Paralisada	24.01%	24/08/2016	19.20%	21/03/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Luziânia	31115	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	76.12%	24/08/2016	69.40%	01/08/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Padre Bernardo	31116	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	54.50%	24/08/2016	50.71%	23/05/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Valparaíso de Goiás	31117	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 06 Salas	Paralisada	74.21%	11/08/2016	65.18%	25/05/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Formosa	31118	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	76.97%	04/08/2016	70.56%	25/04/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Monte Alto	31120	23400011239201240	NÃO	3720	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	05/11/2015	64.09%	28/05/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
GO	Jataí	31121	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Paralisada	38.41%	11/08/2016	27.67%	22/03/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Águas Lindas de Goiás	31122	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	59.99%	24/08/2016	62.60%	28/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Santo Antônio do Descoberto	31123	23400009697201219	NÃO	7416	2014	PAR	TD	Estadual	Espaço Educativo - 12 Salas	Execução	68.86%	24/08/2016	65.04%	28/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Salto	31124	23400011238201203	NÃO	3893	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	19/12/2014	100.01%	18/06/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	São José da Bela Vista	31126	23400011231201283	NÃO	3932	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	18/02/2016	85.86%	16/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Tremembé	31127	23400011229201212	NÃO	3865	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	20/04/2016	99.91%	03/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RJ	Rio de Janeiro	31130	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	99.99%	25/08/2016	11.95%	27/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RJ	Rio de Janeiro	31131	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	99.99%	25/08/2016	83.52%	03/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
RJ	Rio de Janeiro	31134	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	99.99%	25/08/2016	74.99%	03/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RJ	Rio de Janeiro	31136	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	99.98%	25/08/2016	2.53%	15/07/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RJ	Rio de Janeiro	31138	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	99.99%	25/08/2016	79.61%	03/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RJ	Rio de Janeiro	31139	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	76.09%	25/08/2016	27.12%	03/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RJ	Rio de Janeiro	31143	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	99.98%	25/08/2016	11.24%	27/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RJ	Rio de Janeiro	31144	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	100.00%	26/08/2016	10.47%	27/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RJ	Rio de Janeiro	31145	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	99.98%	25/08/2016	2.72%	15/07/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RJ	Rio de Janeiro	31146	23400011281201261	NÃO	3858	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	75.92%	25/08/2016	12.21%	26/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RN	Jucurutu	31148	23400011273201214	NÃO	3907	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	26.90%	02/08/2016	25.26%	03/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
RN	Tangará	31149	23400011270201281	NÃO	3922	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	15/12/2014	84.63%	02/09/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
RS	Caxias do Sul	31150	23400011267201267	NÃO	3915	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	77.29%	13/07/2016	25.17%	20/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SC	Biguaçu	31151	23400011264201223	NÃO	3760	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Paralisada	94.90%	10/08/2016	95.77%	29/04/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SC	Chapecó	31152	23400011260201245	NÃO	3875	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	01/09/2015	73.17%	10/07/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
GO	Anicuns	31153	23400011240201274	NÃO	3739	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	08/04/2015	98.68%	09/02/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
GO	Bom Jesus de Goiás	31154	23400011242201263	NÃO	3869	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	07/11/2013	98.80%	04/02/2014	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Cidade Ocidental	31155	23400011244201252	NÃO	3924	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	99.86%	04/01/2016	99.85%	23/11/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Cristalina	31156	23400011245201205	NÃO	3732	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	17/10/2014	17.47%	05/12/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
GO	Goiânia	31157	23400011248201231	NÃO	3747	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	31/05/2016	36.30%	23/10/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Goiânia	31158	23400011248201231	NÃO	3747	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	19/02/2016	69.83%	26/11/2015	PAULO GAIGA ENGENHARIA LTDA	SIM	NÃO
MA	Barra do Corda	31159	23400011250201218	NÃO	3833	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	20/07/2015	88.83%	25/01/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Grajaú	31160	23400011252201207	NÃO	3923	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	67.99%	06/07/2016	15.73%	27/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
MG	Abaeté	31162	23400011258201276	SIM	3900	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	24/09/2015	50.74%	25/04/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Monte Santo de Minas	31164	23400011266201212	NÃO	3888	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	10/06/2015	16.71%	21/05/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Poços de Caldas	31165	23400011269201256	NÃO	3774	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	77.31%	29/08/2016	20.93%	18/12/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Raul Soares	31166	23400011271201225	SIM	3719	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	18/08/2015	87.70%	06/10/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
PE	Ouricuri	31167	23400011322201219	NÃO	3911	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	92.78%	23/12/2015	99.76%	28/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
PE	Poção	31168	23400011320201220	NÃO	3849	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	26/06/2015	97.72%	23/01/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PE	Riacho das Almas	31169	23400011319201203	NÃO	3903	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	62.16%	01/08/2016	57.29%	28/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PE	Santa Cruz	31170	23400011316201261	NÃO	3850	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	17/03/2015	14.52%	26/11/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Vera Cruz	31172	23400010241201200	SIM	7493	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	9.36%		6.01%	10/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SC	Indaial	31173	23400010240201257	NÃO	7557	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	02/12/2015	96.53%	24/11/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
SC	Balneário Arroio do Silva	31174	23400010239201222	NÃO	7556	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	30/03/2015	16.55%	25/11/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SC	São Domingos	31175	23400011394201266	NÃO	7559	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	35.56%	29/07/2016	13.17%	17/03/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MG	Piumhi	31194	23400010198201274	NÃO	3697	2012	Quadras	PAC2	Estadual	QUADRA ESCOLAR COBERTA - PROJETO PRÓPRIO	Concluída	100.00%	28/06/2016	32.98%	09/09/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Itumirim	31195	23400010198201274	NÃO	3697	2012	Quadras	PAC2	Estadual	QUADRA ESCOLAR COBERTA - PROJETO PRÓPRIO	Paralisada	48.92%	02/03/2016	29.16%	28/10/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
MG	Esmeraldas	31198	23400010198201274	NÃO	3697	2012	Quadras	PAC2	Estadual	QUADRA ESCOLAR COBERTA - PROJETO PRÓPRIO	Execução	20.00%	18/02/2016	21.58%	10/03/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Ipaba	31201	23400010198201274	NÃO	3697	2012	Quadras	PAC2	Estadual	QUADRA ESCOLAR COBERTA - PROJETO PRÓPRIO	Concluída	100.00%	03/08/2015	52.37%	07/10/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Teófilo Otoni	31208	23400010198201274	NÃO	3697	2012	Quadras	PAC2	Estadual	QUADRA ESCOLAR COBERTA - PROJETO PRÓPRIO	Concluída	99.99%	09/06/2015	87.80%	09/10/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PI	Miguel Alves	31213	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Concluída	100.00%	19/02/2016	78.08%	18/09/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PI	Picos	31214	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Concluída	100.00%	20/02/2014	47.82%	02/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PI	Picos	31216	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Concluída	100.00%	11/01/2016	35.02%	02/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PI	Teresina	31217	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Concluída	100.00%	29/04/2014	37.81%	16/10/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
PI	Teresina	31218	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Execução	32.32%	30/05/2016	0.00%	17/10/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PI	Picos	31219	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Concluída	99.80%	14/10/2015	27.96%	02/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PI	Picos	31220	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Concluída	99.99%	11/01/2016	32.10%	02/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PI	Picos	31221	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Concluída	100.00%	30/05/2016	39.71%	02/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
PI	Teresina	31222	23400009712201229	NÃO	8187	2014	PAR	TD	Estadual	Reforma	Concluída	100.00%	14/07/2016	4.72%	17/10/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
